text,aspect,sentiment,score
nyebelin bangetttt plisss jangan tiba tiba ngeleg suruh update aku mau kerja njayy,lainnya,negatif,1
bagus banget nih iya,lainnya,positif,4
driver lengkap atribut sabar erti jalan,driver,positif,5
payah tidak temu alamat males apk kurang canggih tidak kyk gojek lbh pintar maaf uninstal karna kurang pintar cari alamat,aplikasi,negatif,1
alam salah satu kemudi grab car kalian kecewa belum naik mall pas pesan aplikasi tulis pick up sama kemudi protes langsung kasih bintang supir supir marah tidak terima malu paksa tumpang naik,aplikasi,negatif,1
aman tepat waktu sopan,keamanan,positif,5
kereeen,lainnya,positif,5
jangan download apk tidak akurat semua,aplikasi,negatif,1
aplikasi budak modern,aplikasi,negatif,1
terlalu banyak update tidak penting padahal fitur sama,lainnya,negatif,1
mantap jauh sangat baik,lainnya,positif,5
suka tiba tiba ngelag,lainnya,positif,4
sering cancel sama mud jengkel urgen,lainnya,positif,5
perbaruin donk akurat an map na selalu telat nunggu driver salah map,driver,negatif,2
kemudi santun rama sangat muas langgan sungguh nyaman,keamanan,positif,5
terimakasih banyak pak antar paket baik,lainnya,positif,5
aplikasi bantu mana pergi,aplikasi,positif,5
toloong ini apk gabisa buka stuck logo aja lg urgent buat berangkat sekolah jadi telat,aplikasi,negatif,1
grab sukabumi sangat jelek layan nan nyah udah x sen batalin terus,layanan,negatif,1
susah nyari mobil harga promo,harga,negatif,4
banyak naruh iklan chanel menganggu sedang santai,lainnya,negatif,1
aplikasi paling ngaco jaring bagus malah loading mulu benerin apk buat customer stresss,aplikasi,positif,1
tumpang bner parah daerah bogor pake hemat trus suka ngasih bintang asal ngasih ajah goplok salah gw manah jngn asal ngasih bintang ajah kalow tidak jelas masalah nyh,lainnya,positif,5
pokok,lainnya,negatif,2
sen food ko jadi express kata driver pesan kopi kenanga tiba ad wa driver kataya apk tidak ngechat jadi via wa stlh janjin ngasi tip aplikasi tau y tidak tauya driver y tidak ngerti tadi y mau ngasi tip jadi karna minim tf sama ovo k,aplikasi,negatif,1
kadang dpt driver lama lebih jam entah knp,driver,negatif,1
aneh sering eror,lainnya,negatif,1
gampang murah,lainnya,positif,5
sulit temu driver,driver,negatif,1
sangat manfaat dng ada apk trmksh,aplikasi,positif,5
mantap buah mesan online,lainnya,positif,5
sangat bantu buat tidak punya kendara,lainnya,positif,3
perfecto,lainnya,positif,5
i kasih star karna udah bug akalin,lainnya,positif,5
kecewa pesan grabfood tunggu jam tidak kunjung datang kalau terlalu lama info dicancel sistem tidak tunggu lama baik pesan mungkin bug macam,aplikasi,negatif,1
driver tidak sesuai alamat anter salah kirim chat tidak kabar,driver,negatif,1
apk hampir hari pakai kurang rasa fitur laku satu henti lebih tebak driver tak sadar dapat pesan otomatis henti sebut batal tunggu sangat lama driver turun tumpang titik jemput tumpang ikut lama mesan tidak jelas papas tumpang pintu mobil driver rasa tidak nyaman,keamanan,positif,4
sesuai alamat,lainnya,positif,5
aplikasi memang mudah laku sepertu jalan makan klik kotak pesan jadi tidak mencet apa apa hapus install aplikasi,aplikasi,positif,1
akhir akhir driver gocar sering tidak peduli order ambil mobil tidak kunjung gerak lokasi jemput tiba tiba dicancel pihak tunggu lama,driver,negatif,1
sangattt bagussss,lainnya,positif,5
lebih mudah kalau mau pergi mana mana,lainnya,positif,5
masa pesan aku jadi double sihhh mana lama banget aku kira awal punya aku aja pesan double nyata baca komenan banyak pesan double,lainnya,negatif,1
terimakasih layannanya bagus,layanan,positif,5
murah in min,lainnya,positif,4
kotak sen tidak sentuh tidak sentuh baik lah,lainnya,positif,1
baik mudah jalan,lainnya,positif,5
orang baik sopan kirim cepat banget,lainnya,positif,5
baik nyaman cepat,keamanan,positif,5
alhamdulillah pertama kali semua aman baik,keamanan,positif,4
apk najis update mulu,aplikasi,negatif,1
kok pencet menu pesan tidak yaa ngebug,lainnya,netral,3
tidak bantu ken nggrab,lainnya,positif,1
semenjak update vouchernya tidak guna padahal udah langgan grab unlimited dong baik hapus dulu aplikasi,aplikasi,positif,1
tidak tunai anj,lainnya,negatif,1
mau buat akun udah mau jam mutar mutar suruh nunggu hadeh,lainnya,negatif,1
pls yaa kalau metode payment udah ganti nontunai stay nontunai aja malah update makin boborok terkahir setting nontunai malah tiba tiba ketuker sendiri tunai terkadang mau balik,lainnya,negatif,2
alhamdulillah cepat lancar,lainnya,positif,5
kasih buka chat pihak resto dong baru biar chat sama punya tokonyaaaa lama gmnanya pas sen kan lebih enak,lainnya,positif,4
sya udah mulai kesal pake aplikasih kalau pesan makan orang mau cpat malah ulang isi alamat,aplikasi,netral,3
markotop,lainnya,positif,5
sekarang mou order belanja supermarket udah tidak bayar qris jdi tidak mood,lainnya,positif,5
pesan grabfood pesan double input detail alamat upload foto alamat kemudian klik pesan muncul notif foto alamat hasil diupload klik pesan tidak hasil lihat detail transaksi muncul pesan sama,lainnya,negatif,1
sangat bantu moga maju terus,lainnya,positif,5
grb himbauan buat driver jangan susah hubung susah tiba ngecancel,driver,negatif,2
atas hadirahman plat nomor kendara b vkz mobil daihatsu xenia kemarin tangerang selatan daerah pamulang nurunin tumpang belum sampe tuju pihak grab kasih jelas,lainnya,positif,5
best sihh sering pake pergi pesan makan lebih mudah,lainnya,positif,5
kecewa sama grab verifikasi selfie dulu buru buru mesenin keluarga selfie ngikutin arah dulu baru sen hijab dulu baru mau selfie lama lama gue uninstall aplikasi,aplikasi,negatif,2
seru banget minus suka bug misal tombol keluar tidak,lainnya,positif,5
lumayan bagus suka,lainnya,positif,4
sangat puas ramah baik,lainnya,positif,5
solusi baik sulit,lainnya,positif,5
wah gila makin kesini malah makin gila banget ongkirnya pake grab unlimited nutupin ongkir pesan banyak dulu baru fungsi grab unlimited pdhl tiap minggu kena bayar grab unlimited sekarang mau pesan makan grab malah mikir kali kali sedih banget pdhl pas awal pake masuk akal harga semua,harga,netral,3
kerennn bug baik yaa,lainnya,positif,5
nambah lot banget,lainnya,negatif,1
cs susah hubung,layanan,negatif,1
terimakasih bantu,lainnya,positif,5
mbg mantap betul grab,lainnya,positif,5
kalau prioritas sama hemat sama aja waktu datang khusus bagi kota bima ntb,lainnya,negatif,1
sangat baik layan,layanan,positif,5
banyak biaya aneh untung pihak aplikator driver resto sapi perah costumer iming imingi voucher discount nyata driver resto biaya aplikator mana mau kluarin voucher,harga,negatif,1
apk tangan masalah jelek pake grab express antar telat anter tidak sesuai titik konfirmasi alhasil barang hilang driver gabisa hubung karna lewat jam gada nomor driver dihubungin help center tidak bantu samsek karna riwayat transaksi tidak detect help center grab gimana,aplikasi,negatif,1
trimaksih ada grab rasa bantu sekali ongkos sangat jangkau smoga grab sukses aamiin,lainnya,positif,5
thanks grab,lainnya,positif,5
menu kotak masuk klik apk jadi hang udah update baru errornya segera baik lumayan penting komunikasi,aplikasi,negatif,1
double order buat order lama datang cepat mending hapus aja double order,lainnya,positif,1
sangat puas layan pak sopir terimakasih pak sopir,layanan,positif,5
baru kali pakek grab nyata mudah keren banget sangat bantu jalan,lainnya,positif,5
jarang sekali promo iklan sangat ganggu keluar pas,lainnya,positif,4
goof,lainnya,positif,5
terima kasih aplikasi sangat bantu sekali i like it,aplikasi,positif,5
pesan mobil grab hemat kursi roda kok tegur sama mitra pesan grab xl emang kursi roda tarif ta,harga,negatif,1
aplikasi bagus buat pesan makan pesan ojol terima kasih,aplikasi,positif,5
josss,lainnya,positif,5
aplikasi sangat bantu perlu sangat desak ingin waktu singkat,aplikasi,positif,5
mudah gampang cepat segitu pusat mah,lainnya,positif,5
selalu jarak jauh jadi lama tunggu baik,lainnya,positif,4
kocak aplikasi g jelas pake wifi tidak data tidak padahal jaring bagus memo tidak penuh cache sih niat tidak sih,aplikasi,positif,1
mahal ongkos jalan sekarang ribet aplikasi tak dulu,aplikasi,negatif,1
tahun tahun pakai grab sering sekali pesan grabfood bari order makan padahal sesuai pesan ny d antar d dpn tempat driver tidak mau masuk padahal akses motor langsung masuk k dpn tempat bilang tidak mau suruh suruh bukan bantu bentak bentak jadi g mau lgi pake grab driver ny byk tidak ramah,driver,positif,2
aplikasi mudah,aplikasi,positif,4
aplikasi grab lama kecewa padahal jaring bagus buat buka aplikasi lancar aja gilir buka aplikasi grab muter mulu suruh cek koneksi jaring padahal jaringanya bagus sampe kali gimana kalau buru kadang lambat tempat kerja dong segera baru pindah aplikasi belah,aplikasi,negatif,2
alhamdulillah grab bantu banget,lainnya,positif,5
driver tidak jelas padahal beri uang ribu beri kembali ribu eh malah mau kabur bilang terima kasih,driver,negatif,1
bagus layan pokok bintang,layanan,positif,5
puass,lainnya,positif,5
kecewa driver lumajang anak istri turun terminal menak koncar pdhl map tanda turun balai desa wonorejo trpksa anak istri jln jauh smbil bawa tas berat pdhal byr sesuai aplikasi,aplikasi,negatif,1
buat driver grab sabar tidak butuh banget malah cancel udah mah mahal tidak sabar mending pke apk belah jujur y first time nyoba grabbike malah begini,aplikasi,negatif,1
kasih bintang pesan grabfood sering lambat antar kecewa,lainnya,negatif,1
update baru baik bug voucher diskon kilat jam tentu kadang muncul pas mau cek out suka ilang sendiri voucher,lainnya,positif,3
kasihan driver bayar murah terus aplikasi potong,aplikasi,positif,4
bagus aplikasi,aplikasi,positif,5
kalau mesen produk sistem cancel kalau toko tutup gbisa cancel jadi kurir ganti kesana,aplikasi,negatif,1
baguss sukaa sering pakai,lainnya,positif,5
tiap nekan kotak masuk ngebug tidak nekan apa,lainnya,negatif,2
promo n diskon tambah lg,lainnya,positif,4
apk masuk terlalu lama tungguin lama,aplikasi,negatif,1
lama cari driver,driver,negatif,1
update melulu kalau pas buka mana besar ukur dasar tidak,lainnya,negatif,1
gimana sih kalau mau dipake selalu masalah,lainnya,negatif,1
ramah orang yah,lainnya,positif,4
antar ny cepat waktu,lainnya,positif,5
sangat bantu moga selalu jadi makin baik layan,layanan,positif,5
peta tidak otomatis real time,lainnya,negatif,1
terimakasih enak,lainnya,positif,5
b bukan jelek biar developer baca beri fitur ubah ulas banyak guna jasa hp rebut driver maksa minta b beri fitur beri ulas jam tuju order selesai cegah driver maksa rebut hp rating b,driver,negatif,1
lama instal,lainnya,netral,3
tidak konsisten,lainnya,negatif,1
dong kurir driver byk loh tidak becus hidup ssh nyari uang susah tuh knpa sih hrs songong banget bbrpa nemu grab aneh org loh bayar mahal beli makan segala macam ttp aja tidak prioritasin pakai apk driver byk g jls,aplikasi,negatif,1
hp curi oknum grab ingin oknum grab kembali hp merek infinix gt g harap perhati bukan sembarang barang,lainnya,negatif,1
tolol,lainnya,negatif,1
iklan buat males,lainnya,negatif,1
kotak masuk aplikasi grab ngeleg,aplikasi,positif,5
kemudi banyak sering alas jarang mau ambil order,lainnya,negatif,2
baik aplikasi stuck bagi pesan,aplikasi,positif,1
grab oke banget kurir ramah,lainnya,positif,5
mantap jiwa pelayananya,layanan,positif,5
aplikasi aneh map aneh order dominos kalau antar kurir internal tidak pakai driver barang tiba tiba nyasar konfirmasi terus kalau customer bingung mau nyari barang chat siapa aneh sumpah note alamat tiru tu gojek muncul chat driver jadi driver tau kalau kasih arah misal alamat lengkap no telp terima tidak mau pakai grab aplikasi jelek,aplikasi,negatif,1
map eror bawa muter,lainnya,negatif,1
sok iye banget abang grabcar terang standar ber tpi pas abang tau tumpang suruh mesen xl masuk suruh turun lgi padahal tumpang cmn bawa diri doank gabawa barang apa gtu tuju tidak terlalu jauh benerin noh driver lu gosah sok iye orang bayar tidak pake promo,driver,negatif,2
kerennn abiss,lainnya,positif,5
coba dulu,lainnya,netral,3
mantab sih cuma mau dibanyakin promo donk sekarang grab jarang sekali promonya,lainnya,positif,5
enak kenyang,lainnya,positif,5
selamat,lainnya,positif,5
banyak driver tidak mau ambil cancel mau sendiri pilih order tambah fitur report buat driver kek gtu,driver,negatif,1
suka banget sama apk,aplikasi,positif,5
dulu pernah kena tindak asusila th eh sekarang coba sen grab dateng supirnya cuek banget belum aja naik udah tinggal ngakak bangett see tidak profesional,driver,negatif,1
puas atas layan tepat waktu,layanan,positif,5
aolikasi biadab bisa rugi driver potong gede tarif kecil,harga,negatif,1
sukaaa banyak banget promonya,lainnya,positif,5
apa abis update buka malah gajelas mau sen grab food coming soon terus kalau gada perubhan ku hapus aja ganti goto,lainnya,negatif,1
mudah enak driver ramah banyam promonya,driver,positif,5
td apk semept eror masak jadi x order makan dateng,aplikasi,positif,4
good person,lainnya,positif,5
assalamu alaikum terimakasih aplikasi bantu sekali posisi tidak transportasi umum wassalamu alaikum,aplikasi,positif,5
kok tidak,lainnya,negatif,1
wajib masang pin pasang pin salah terus,lainnya,negatif,1
driver ramah kendara aman trimakasih,keamanan,positif,5
mau pesan jalan baru gabisa suruh bayar bayar tunda padahal waktu nyuruh bayar offline driver bukan nominal jadi ribet bayar gabisa qris donlod ovo gblk,driver,negatif,1
ramah nyaman,keamanan,positif,5
kalau misal kondisi tempat tidak pada tidak usah buka tempat driver kagak tutup aja buat php nungguin lama isi saldo ovo kena potong fee ampe k isi k masuk cuma k buruk,driver,negatif,1
tolong jangan buat promo kalau tidak guna percuma promo tidak,lainnya,negatif,1
lambat sekali oada update,lainnya,negatif,1
aplikasi macet g buka baik donk udah q update uninstall ttp spt,aplikasi,positif,1
mohon bantu aplikasi grab klok kontak masuk langsung heng tidak klik menu lain bantu diinstal aplikasi red mi,aplikasi,positif,4
grabmart kilat tanjung duren tugas tidak jujur traktir customer tidak kasih tau driver makan sendiri sama tugas grabmart kilat payah,driver,negatif,1
beberapa kali ketemu driver minta kasih bintang motor tidak safty rusa bagi rantai gigi kendara udah ingat service tpi abai sempat naik motor driver sama kena aplikasi dulu hemat list paling atas tpi sekarang malah standar prioritas list paling atas klu sih hemat list paling atas jdi guna grab hemat tidak salah klik pesan driver,aplikasi,netral,3
sangat membantuu,lainnya,positif,5
supir tahu jalan pintas mandali,driver,positif,5
suka opsi pilih harga jadi sesuai bugdet,harga,positif,5
makasih grab tepat waktu,lainnya,positif,5
kak baik soal fitur bayar jalan mau bayar tunai nontunai udah swap kiri tidak ganti storage hp lega apk hapus data lalu login tetap tidak,aplikasi,positif,4
hii grab cuma mau bilang bantu masalah kendala makan tidak terima kalau kayak gitu solusi gmna x loh minta bantu tidak solusi semeskali,lainnya,positif,2
sangat bantu jasa antar,lainnya,positif,5
sering banget order grabcar motor tpi smpe lama tunggu lama ngga dateng driver gerak sama sekali bahkan chat suka respon,layanan,negatif,2
siap siaga jam malam,lainnya,positif,5
untuk supir grab mengakalin bilang tidak sesuai titik pdhl sesuai titik gin banget mau cari rejeki pdhl tarif awal rb alibi bilang rbaan langsung cancel buruk banget sdm kalau tidak sesuai titik mending dicht bilang jangan pas tumpang udah naik bilang gitu,harga,negatif,1
pilih paling hemat mau,lainnya,positif,5
grab plus kursi lebih murah car standar,lainnya,positif,2
diupgrade mau balik kotak masuk pilih lain tak bahkan langgan beri bintang driver sempat alami kendala driver paksa dapat bintang padahal pilih bintang,driver,negatif,1
tiba tiba minta verifikasi wajah sama kartu debit buat susah aja karna kamera depan ku rusak buat selfie aku ngk punya kartu debit akhir kali pake grab,lainnya,negatif,1
mohon maaf kok lama pakai aplikasi grab jarang sekali dapat driver ramah murah senyum banyak jutek,aplikasi,positif,3
