text,score
aplikasi ini membantu kita untuk kemana-mana atau bepergian 🥰🥰,5
mantap,5
"toloong inii apk nya gabisa di buka stuck di logo aja, ini saya lg urgent buat berangkat sekolah jd telat...",1
grab di Sukabumi sangat jelek pelayan nan nyah saya udah 3 x pesen di batalin terus.,1
susah nyari mobil yg harganya promo 😔,4
ramah,5
ramah,5
banyak naruh iklan di chanel menganggu saya sedang santai,1
mantap,5
sangat baik,5
"aplikasi paling ngaco!! jaringan bagus , tapi malah loading Mulu!! benerin apk nya !! bikin customer stresss .",1
penumpang bner2 parah daerah bogor pake hemat trus suka ngasih bintang asal ngasih ajah goplok salah gw di manah jngn asal ngasih bintang ajah kalow ga jelas masalah nyh,5
adalah pokok nya,2
pesen food ko jadi express kata drivernya..sy pesan kopi kenanga tiba2 ad wa dari drivernya Kataya di apk GK bisa ngechat JD via wa.stlh sampai saya janjin ngasi tip di aplikasi tau y GK bisa2 sy tauya driver y GK ngerti..tadi y mau ngasi tip 5000 JD 10000 karna minim TF sesama ovo 10k,1
"kadang dpt driver lama lebih dari 1 jam, entah knp????",1
aneh sering eror,1
gampang murah lagi,5
sulit menemukan driver,1
"sangat bermanfaat dng adanya apk ini,trmksh",5
mantap..untuk sebuah pemesanan online,5
sangat membantu buat yg tidak punya kendaraan,3
perfecto,5
"i kasih 5 star karna udah bisa, bug harus di akalin",5
"saya kecewa pesan GrabFood sudah menunggu 2 jam tapi tidak kunjung datang, seharusnya kalo terlalu lama bisa di infokan saja dicancel dari sistem supaya tidak menunggu lama, tolong diperbaiki pesanan yg seperti ini kemungkinan bug atau semacamnya",1
terbaik,5
"driver gak sesuai alamat,anternya salah kirim,di chat gak ada kabar,",1
bagus,5
"APK yang hampir setiap hari saya pakai. Kekurangan yang telah dirasakan: 1. fitur melakukan satu pemberhentian terlebih dahulu. Saya tebak driver tak sadar jika mendapat pesanan secara otomatis setelah pemberhentian tersebut. Sehingga, bisa saja dibatalkan (Setelah saya menunggu sangat lama). 2. Saat driver akan menurunkan penumpang di titik penjemputan penumpang berikutnya (Selama pemesanan, tidak dijelaskan). Berpapasan dengan penumpang lain di pintu mobil driver, rasanya tidak nyaman.",4
sesuai alamat,5
bagus,5
"ini aplikasi memang mempermudah saya dalam melakukan hal sepertu perjalanan atau makanan, tapi saat saya klik kotak pesan saya jadi tidak bisa mencet apa apa lagi selain hapus dan install aplikasinya",1
akhir akhir ini driver Gocar sering tidak peduli dengan Orderan yang sdh diambil. mobil tidak kunjung bergerak ke lokasi penjemputan dan tiba tiba Dicancel secara sepihak setelah kita menunggu begitu lama.,1
sangattt bagussss,5
sangat membantu,5
lebih mudah kalo mau pergi ke mana mana,5
Baik,5
"masa pesanan aku jadi double sihhh,mana lama banget lagi,aku kira awalnya punya aku aja yang pesanan nya ke double ternyata setelah baca komenan pada banyak juga yang pesanannya ke double",1
bagus,5
cukup membantu,5
sangat membantu,5
terimakasih layannanya bagus,5
bisa di murah in lagi min,4
kotak pesen gk bisa disentuh dan ga bisa sentuh yg lain perbaiki lah,1
mantap,5
sangat baik,5
bagus,5
baik mempermudah perjalanan,5
orang nya baik dan sopan pengiriman cepat banget,5
baik nyaman dan cepat,5
mantap,5
alhamdulillah untuk pertama kali semua aman baik,4
oke,5
ok ok mantap,3
apk ternajis update mulu,1
"kok setiap saya pencet menu pesan , saya gak bisa kembali yaa ? apakah ngebug ?",3
pelayanan bagus,5
tidak membantu di saat pengen nggrab,1
baik,5
Sangat Membantu,5
"semenjak update vouchernya tidak bisa digunakan, padahal udah langganan grab unlimited juga. Tolong dong diperbaiki, untuk saat ini saya hapus dulu aplikasi ini",1
ok,5
bagus,5
ga bisa tunai anj,1
mau buat akun udah mau sejam mutar mutar disuruh nunggu hadeh,1
"pls yaa kalau metode payment udah di ganti ke nontunai stay di nontunai aja, ini malah setelah di update makin boborok. Terkahir di setting ke nontunai, malah tiba-tiba ketuker sendiri ke tunai dan terkadang mau juga sebaliknya!!",2
cepat,4
bagus pelayanan nya,5
Alhamdulillah cepat lancar,5
👍👍,5
"kasih buka chat dengan pihak resto dong,perbarui tolong..biar kita bisa chat sama yang punya tokonyaaaa kelamaan atau gmnanya pas pesen kan lebih enak",4
sya udah mulai kesal pake ini aplikasih kalo pesan makanan orang mau cpat2 dia malah ulang2 isi alamat🙄🙄🙄,3
Bagus,5
markotop,5
"sekarang mou order belanja di supermarket udah gk bisa bayar QRIS,, jdi gk mood",5
ok,5
baik,5
"Ketika pesan grabfood, pesanan double. Ketika input detail alamat dan upload foto alamat, kemudian klik pesan muncul notif foto alamat berhasil diupload sehingga klik pesan tidak berhasil tapi ketika lihat detail transaksi muncul dua pesanan yang sama",1
sangat membantu semoga maju terus,5
ok banget,5
Oke,5
untuk grb tolong ya himbauan buat drivernya untuk jgn susah dihubungi. udh susah tiba² ngecancel,2
bagus,5
atas HADIRAHMAN PLAT NOMOR KENDARAAN B 1562 VKZ MOBIL DAIHATSU XENIA kemarin di Tangerang Selatan daerah pamulang nurunin penumpang belum sampe tujuan tolong pihak grab kasih penjelasan,5
terbaik,5
best sihh sering pake untuk berpergian dan pesan makanan lebih mudah,5
sangat memuaskan,5
"agak kecewa sama grab, harus verifikasi selfie dulu? kita lagi buru-buru mesenin keluarga, harus selfie ngikutin arahan dulu baru bisa pesen? harus berhijab dulu baru saya mau selfie.. lama-lama gue uninstall ini aplikasi.",2
seru banget tapi minus nya suka ada bug misalnya tombol keluar ga ada dll,5
Lumayan bagus Saya suka,4
terima kasih,5
sangat puas ramah dan baik,5
solusi terbaik di saat sulit,5
"wah gila makin kesini malah makin gila bgt ongkirnya, pake grab unlimited pun untuk nutupin ongkir harus pesan banyak dulu baru berfungsi itu grab unlimited nya pdhl tiap minggu kena bayaran untuk grab unlimited. sekarang mau pesan makan dari grab malah mikir berkali-kali, sedih bgt pdhl pas awal pake masih masuk akal harganya semua",3
baik,5
"kerennn, bug nya perbaiki tolong yaa...",5
bagus,5
bagus,5
nambah lemot banget,1
mantap,5
cs susah dihubungi,1
terimakasih telah membantu saya,5
good job,5
MBG . MANTAP BETUL GRAB,5
kenapa kalo kita prioritas sama hemat sama aja waktu datang nya. khusus bagian kota Bima NTB.,1
sangat baik untuk pelayanan,5
terbaik,5
Banyak biaya aneh yang menguntungkan pihak aplikator. Driver dan Resto Hanya sebagai Sapi Perah. Costumer hanya di iming imingi Voucher Discount yang nyata2 dari driver dan resto biayanya. aplikator mana mau kluarin Voucher.,1
mantap,5
"apk yg penanganan masalahnya jelek, pake grab express, pengantaran telat, dianter ga sesuai titik dan tanpa konfirmasi, alhasil barang hilang, driver sudah gabisa di hubungi karna udh lewat 2 jam, gada nomor driver yg bisa dihubungin lagi, help center ga membantu samsek karna riwayat transaksi ga ke detect di help center. grab gimana ini?",1
trimaksih dgn adanya grab kami merasa terbantu sekali dgn ongkos yg sangat terjangkau.. smoga grab sukses.. aamiin,5
terbaik,5
Mantap,5
thanks grab,5
ok,5
bagus,5
Menu kotak masuk ketika diklik apk jadi hang. Udah update ke yang terbaru lagi masih ada errornya. Tolong segera perbaiki. Karena lumayan penting untuk komunikasi.,1
double order bikin orderan sy lama datangnya yg seharusnya cepat. mending di hapus aja double order,1
"sangat puas dengan pelayanan pak sopir, terimakasih pak sopir🙏",5
mantap,5
bagus,5
trimakasih,5
bagus Dari pada maxim,5
"baru kali ini pakek grab,,,ternyata mudah dan keren banget sangat membantu perjalanan kami👍",5
jarang sekali ada promo. iklannya sangat mengganggu apalagi keluar pas dapat,4
ramah,5
sangat bagus👍👍👍👍👍,5
goof,5
terima kasih aplikasi yang sangat membantu sekali i like it 😍,5
Saya pesan mobil.grab hemat .dan bahwa kursi roda..kok di tegur sama mitra nya ..harus pesan grab XL ..emang kursi roda ada tarif nya juga ta,1
puas,5
baik👌,5
👍,5
aplikasi yg bagus buat saya pesan makanan dan pesan ojol. terima kasih,5
josss,5
good job,5
aplikasi yang sangat membantu untuk keperluan yang sangat mendesak dan menginginkan waktu yang singkat 👍👍👍👍,5
"mudah, gampang, cepat segitu dari pusat mah",5
Mantap,5
"selalu dapat jarak jauh jadi lama menunggu, tolong diperbaiki.",4
"kocak aplikasi g jelas udh pake wifi ga bisa,data ga bisa padahal jaringannya bagus,memo ga penuh, cache udh di bersihkan,niat ga sih",1
"Mahal ongkos perjalanannya sekarang, ribet aplikasinya. Tak seperti dulu.",1
sangat memuaskan,5
ok,5
"saya sdh bertahun tahun memakai grab dan sering sekali pesan grabfood. tapi bari saja saya order makan padahal saya sesuai pesan ny d antarkan d dpn tempat saya tapi dari driver tidak mau masuk padahal akses motor bisa langsung masuk k dpn tempat saya dan bilang tidak mau, suruh suruh karena bukan pembantu dan bentak bentak . jadi saya udh g mau lgi pake grab krn driver ny byk yg tidak ramah.",2
is the best,5
mantap,5
sangat Baik 👍,5
aplikasi memudahkan,4
"aplikasi grab lama² mengecewakan, padahal jaringan bagus & buat buka aplikasi lain lancar² aja tapi giliran buka aplikasi grab muter² mulu suruh cek koneksi jaringan padahal jaringanya bagus. Sampe berkali² nggak bisa² gimana kalau lagi buru² kadang sampai terlambat ke tempat kerja. Tolong dong segera diperbarui. Sebelum pada pindah ke aplikasi sebelah.",2
ok,5
Alhamdulillah ... Grab membantu banget ...,5
Saya dapat driver yang tidak jelas padahal saat saya beri uang 60 ribu seharusnya dia memberi kembalian 2 ribu eh malah mau kabur dan bilang terima kasih!,1
baik,4
bagus,5
bagus pelayanannya pokoknya bintang 5 😁,5
puass,5
sangat membantu,5
"kecewa dgn driver di lumajang,anak istri diturunkan di terminal menak koncar pdhl di map sdh ditandai turun di balai desa wonorejo,trpksa anak istri jln jauh smbil bawa tas berat,pdhal kami byr sesuai di aplikasi",1
"tolong ya buat para driver grab bisa sabar ga?lagi butuh bgt malah di cancel udah mah mahal ga sabaran lagi,mending pke apk sebelah jujur y,first time nyoba grabbike malah begini.",1
"saya kasih bintang 1, pesan grabfood sering terlambat pengantarannya. kecewa",1
"untuk update terbaru, tolong perbaiki BUG voucher diskon kilat, di jam tertentu kadang muncul pas mau cek out suka ilang sendiri voucher nya",3
top,5
kasihan drivernya di bayar murah terus di aplikasi ada potongan lagi,4
baik ok,5
bagus,5
bagus sangat membantu,5
bagus aplikasinya,5
"tolong klo mesen produk harus ada sistem cancel!,klo toko tutup gbisa di cancel,jadinya kurir bergantian kesana!",1
"baguss, sukaa, sering dipakai",5
tiap nekan kotak masuk ngebug gak bisa nekan apa²,2
👍 promo n diskon ditambahkan lg,4
"apk masuk terlalu lama, di tungguin juga lama!!!!",1
lama pencarian driver,1
"update melulu kalau pas buka, mana besar lagi ukurannya, dasar gak guna",1
"ini gimana sih, kalo mau dipake selalu bermasalah",1
terbaik,5
ramah orang yah,4
good,4
pengantaran ny cepat waktu,5
sangat membantu dan semoga selalu jadi makin baik dalam layanan,5
Peta tidak otomatis real time👎👎👎👎👎,1
👍,1
terimakasih enak,5
"B1 bukan karena jelek tapi biar developer nya baca, 1. beri fitur ubah ulasan karena banyak pengguna jasa yang HP nya direbut driver dan maksa minta B5, 2. beri fitur beri ulasan 1 jam setelah sampai tujuan/orderan selesai untuk mencegah driver maksa & rebut HP untuk rating B5",1
lama instal nya,3
tidak konsisten,1
"tolong dong, kurir²(driver dll) nya ini byk loh yang ga becus, sdh hidup ssh, nyari uang susah mereka tuh, knpa sih hrs songong² bgt. saya ada bbrpa nemu grab aneh. org loh bayar mahal2 beli makan segala macam ttp aja ga di prioritasin, pakai apk ini tapi drivernya byk yg g jls.",1
Hp saya di curi oleh oknum grab saya menginginkan ke pada oknum grab mengembalikan hp saya yang bermerek Infinix GT 30 5g harap perhatiannya ini bukan sembarang barang,1
tolol,1
ada iklan2nya bikin males,1
kenapa di kotak masuk di aplikasi grab ngeleg?,5
"pengemudi banyak yang sering beralasan , dan jarang mau ambil order",2
"perbaiki aplikasinya stuck dibagian pesan,",1
grab...oke banget..kurirnya jg ramah...,5
mantap jiwa pelayananya,5
"Aplikasi aneh, map-nya juga aneh. Order dominos kalau di antar kurir internal gak pakai driver barang tiba-tiba sampai dan nyasar tanpa konfirmasi. terus kalau customer bingung mau nyari kemana barangnya harus chat siapa? aneh sumpah. Note alamat tiru tu gojek, muncul di chat driver jadi driver tau kalau di kasih arahan misal alamat lengkap dan no telp penerima. gak mau pakai grab lagi. aplikasi jelek",1
"map eror di bawa muter""",1
"sok iye banget abang grabcar, diketerangan yg standar bisa ber4 tpi pas abangnya tau penumpangnya 4 disuruh mesen yg XL (udh masuk disuruh turun lgi) . padahal penumpangnya cmn bawa diri doank gabawa barang apapun udh gtu tujuannya ga terlalu jauh pula. benerin noh driver lu gosah sok iye, orang bayar ga pake promo pun",2
kerennn abiss,5
ok,5
coba dulu,3
bagus,5
"Mantab sih, cuma mau dibanyakin promo donk. sekarang grab jarang sekali ada promonya",5
enak.kenyang,5
Selamat,5
"banyak driver yg gk mau ambil, di cancel semaunya sendiri, pilih2 orderan tambahkan fitur report buat driver2 yg kek gtu",1
suka banget sama apk ini,5
ok,5
dulu pernah kena tindakan asusila th 2019 ..eh sekarang coba lagi pesen grab yg dateng supirnya cuek banget belum aja naik udah di tinggal ngakak bangett see gak profesional itu,1
baik,5
👌,5
puas atas pelayanan nya tepat waktu,5
Bagus,5
"aolikasi biadab, bisanya merugikan drivernya saja. potongan gede tarif kecil.",1
nyaman,5
sukaaa banyak banget promonya,5
"apa abis update dibuka malah gajelas mau pesen grab food coming soon terus, klo gada perubhan ku hapus aja ganti goto",1
keren,5
"mudah enak driver nya ya juga ramah"" banyam promonya",5
baik bagus,5
td apk semept eror masak jadi 2 x order makanan dateng,4
good person,5
bermanfaat,5
assalamu'alaikum. terimakasih untuk aplikasinya. membantu sekali ketika posisi tidak ada transportasi umum. 😊 wassalamu'alaikum,5
kok gak sampai,1
"di wajibkan masang pin, saat di pasang pinnya salah terus",1
driver ramah berkendara dgn aman trimakasih,5
"mau pesan perjalan baru gabisa suruh bayar pembayaran tertunda padahal waktu itu yg nyuruh bayar offline drivernya, bukan nominalnya tapi jadi ribet pembayaran gabisa qris harus donlod ovo gblk",1
ramah dan nyaman,5
"KALO SEMISAL KONDISI TEMPAT NYA GAK MEMADAI GAK USAH BUKA DI TEMPAT INI!! DRIVER KAGAK ADA, TUTUP AJA!! BUAT PHP NUNGGUIN NYA LAMA, ISI SALDO KE OVO KENA POTONG FEE AMPE 2K! ISI 20K YANG MASUK CUMA 18K BURUK!!",1
"tolonglah jangan buat promo kalau gak bisa digunakan, percuma dapat promo gak guna juga",1
lambat sekali oada saat update,1
bagus,5
"aplikasi nya macet g bisa dibuka,tolong perbaiki donk,udah q update uninstall ttp spt ini",1
mohon dibantu kenapa aplikasi grab sy ketika di klok kontak masuk langsung Heng tidak bisa klik menu lainnya. tolong dibantu. diinstal di aplikasi Red mi 15,4
mantap,5
Bagus,5
baik,5
terimakasih,5
grabmart kilat tanjung duren.. petugas nya ga ada yg jujur!! traktiran dari customer tidak kasih tau driver.. di makan sendiri sama petugas grabmart kilat payah!!,1
bagus,5
"Beberapa kali ketemu driver yg minta kasih bintang 5 tapi motornya gak safty (ada kerusakan di bagian rantai & gigi kendaraan), udah di ingatkan service tpi di abaikan krn sempat naik motor & driver yg sama. Mengenai aplikasi nya dulu itu yg HEMAT di list paling atas, tpi sekarang malah yg STANDAR/PRIORITAS di list paling atas. Klu bisa sih yg HEMAT di list paling atas, jdi pengguna grab HEMAT gak akan salah klik pada saat pesan driver 🙏",3
sangat membantuu,5
good,5
👍,5
Supir tahu jalan pintas dan mandali,5
suka karena ada opsi pilihan harganya jadi bisa menyesuaikan bugdet,5
makasih grab tepat waktu,5
"tolong kak diperbaiki lagi soal fitur pembayaran saat diperjalanan, saya mau bayar dari tunai ke nontunai udah saya swap ke kiri tidak bisa diganti. Storage hp masih lega dan apk udh saya hapus data lalu login tetap tidak bisa",4
mantap,5
mantap,5
Hii grab! saya cuma mau bilang tolong bantu masalah kami yg kendala makanan tidak sampai ke Penerimanya! Klo kayak gitu solusinya gmna ya? Sudah 2x loh minta bantuan tapi tdk ada solusi semeskali?,2
top,5
sangat terbantu..jasa pengantaran,5
sering banget order grabcar atau motor tpi smpe lama ditunggu lama ngga dateng² dan driver nggak gerak sama sekali bahkan di chat suka nggak ada respon,2
sangat bgs,5
ok siap siaga di jam malam,5
bagus,5
sangat nyaman,5
top,5
"teruntuk 1 supir grab nya mengakalin, dia bilang gak sesuai titik pdhl sesuai titik, gini banget mau cari rejeki, pdhl tarif diawal 135rb, alibi nya bilang 200 rbaan, langsung cancel, buruk banget sdm begitu🤣 kalo ga sesuai titik mending dicht dibilang, jgn pas penumpang udah naik bilang nya gitu🤪",1
mantap,5
terbaik,5
pengemudi ramah,5
pilihan paling hemat mau kemana2,5
sangat baik,5
"kenapa grab plus 6 kursi lebih murah dari car standar????,,",2
"setelah diupgrade, mau balik dari kotak masuk ke pilihan lainnya tak bisa. bahkan saat saya sebagai pelanggan memberi bintang ke driver sempat mengalami kendala sehingga driver terpaksa mendapat bintang 1 padahal saya memilih bintang 5.",1
sangat membantu,5
"tiba tiba minta verifikasi wajah ,sama kartu debit, buat susah aja ,karna kamera depan ku rusak buat selfie dan aku ngk punya kartu debit ,ini terakhir kali pake GRAB",1
"mohon maaf ya,kok saya selama pakai aplikasi grab jarang sekali mendapatkan driver yang ramah dan murah senyum kebanyakan jutek,",3
"suka pke kmna, membantu sejauh ini aman dan semoga selalu amanah",5
sangat bgus,5
membantu bgt,5
Adain pembayaran lewat dana dong😭🙏🏻🙏🏻🙏🏻,4
kalo hujan terus susah nemu driver.. dibatalkan aja.. nunggu 1 jam lebih nggk ada kejelasan mah udah kelaperan,1
apalah ini grab.. mau beli token liatrik aja susah,1
ok,5
lemot,1
sudah 2x pesan makan tapi dibatalin dan tidak ada pengembalian dana sama sekali. tertulis 7 sampai 30 hari dibalikin tapi tidak ada sama sekali. jelek banget,1
